d,N,seed,eps_p,conversion,sigma,T_priv,T_needed,T_acc_calibrated,capped_at_Tmax,round_used,measured_gap_cumavg,V_ind_theory,gap_over_theory_ratio,theorem2_predicted_feasible,empirically_feasible,degenerate_zero_rounds,frac_updates_clipped
100,3000,1,4.0,basic,1.9352002480363628,2.229413417103684,4.458826834207368,0.7173870352182012,False,4,0.44307521465465455,0.25,1.7723008586186182,True,True,False,0.9603333333333334
100,3000,1,4.0,pathA,1.9352002480363628,2.7948479856071913,5.5896959712143826,0.7173870352182012,False,6,0.5027091093335929,0.25,2.0108364373343717,True,False,False,0.9603333333333334
100,3000,1,8.0,basic,1.9352002480363628,7.858030147162642,15.716060294325285,0.7173870352182012,False,16,0.8054803503803081,0.25,3.2219214015212323,True,False,False,0.9603333333333334
100,3000,1,8.0,pathA,1.9352002480363628,9.210548603277914,18.421097206555828,0.7173870352182012,False,18,0.8424462410401967,0.25,3.369784964160787,True,False,False,0.9603333333333334
100,3000,1,16.0,basic,1.9352002480363628,25.695704057527127,51.391408115054254,0.7173870352182012,False,51,0.8760395068892,0.25,3.5041580275568,True,False,False,0.9603333333333334
100,3000,1,16.0,pathA,1.9352002480363628,28.5109638983065,57.021927796613,0.7173870352182012,False,57,0.8839350276205806,0.25,3.5357401104823225,True,False,False,0.9603333333333334
100,6000,0,2.0,basic,2.737699764400764,1.1998801764467655,2.399760352893531,0.7173870352182012,False,2,0.46342485023565017,0.24999999999999997,1.8536994009426009,True,True,False,0.9691666666666666
100,6000,0,2.0,pathA,2.737699764400764,1.6227608588712172,3.2455217177424345,0.7173870352182012,False,3,0.48348456381337523,0.24999999999999997,1.9339382552535012,True,True,False,0.9691666666666666
100,6000,0,4.0,basic,2.737699764400764,4.461803354123394,8.923606708246789,0.7173870352182012,False,9,0.5771709559031509,0.24999999999999997,2.308683823612604,True,False,False,0.9691666666666666
100,6000,0,4.0,pathA,2.737699764400764,5.593425682737461,11.186851365474922,0.7173870352182012,False,11,0.5725231209939715,0.24999999999999997,2.2900924839758865,True,False,False,0.9691666666666666
100,6000,0,8.0,basic,2.737699764400764,15.726551656337517,31.453103312675033,0.7173870352182012,False,31,0.7269237497038709,0.24999999999999997,2.907694998815484,True,False,False,0.9691666666666666
100,6000,0,8.0,pathA,2.737699764400764,18.433387536873738,36.866775073747476,0.7173870352182012,False,37,0.7344260234545614,0.24999999999999997,2.937704093818246,True,False,False,0.9691666666666666
100,6000,0,16.0,basic,2.737699764400764,51.42571479603893,102.85142959207786,0.7173870352182012,False,103,0.7499029368367166,0.24999999999999997,2.999611747346867,True,False,False,0.9691666666666666
